sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
2610,Fe3O4,Pseudomonas aeruginosa,,chemical_synthesis using iron oleate complex,Tobramycin,10.0,5.0,5,30.0,16.0,spherical,disc_diffusion,,,17.5,,,,,-10.3,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,72.0,,,,,,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_synergy/72_10.1186@s12951-020-0588-6.pdf,True
2611,Fe3O4,Pseudomonas aeruginosa,,chemical_synthesis using iron oleate complex,Tobramycin,10.0,2.5,5,30.0,16.0,spherical,disc_diffusion,,,11.0,,,,,-15,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,72.0,,,,,,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_synergy/72_10.1186@s12951-020-0588-6.pdf,True
2612,Fe3O4,Pseudomonas aeruginosa,,chemical_synthesis using iron oleate complex,Tobramycin,10.0,,,,,,disc_diffusion,10.0,,,,,,,-10.3,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,72.0,,,,,,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_synergy/72_10.1186@s12951-020-0588-6.pdf,True
2613,Fe3O4,Pseudomonas aeruginosa,,chemical_synthesis using iron oleate complex,Tobramycin,100.0,,,,,,disc_diffusion,25.0,,,,,,,-15,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,72.0,,,,,,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_synergy/72_10.1186@s12951-020-0588-6.pdf,True
2614,Fe3O4,Pseudomonas aeruginosa,,chemical_synthesis using iron oleate complex,Tobramycin,1000.0,,,,,,disc_diffusion,35.0,,,,,,,-10.3,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,72.0,,,,,,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_synergy/72_10.1186@s12951-020-0588-6.pdf,True
2657,Fe3O4,Bacillus subtilis,ATCC 6633,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,13.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,3.4,0.4,,,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2021,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2658,Fe3O4,Bacillus subtilis,ATCC 6634,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,27.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,2.7,0.5,,,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2022,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2659,Fe3O4,Bacillus subtilis,ATCC 6635,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,34.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,5.6,,,,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2023,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2660,Fe3O4,Staphylococcus aureus,ATCC 35217,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,13.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,7.6,,,,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2024,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2661,Fe3O4,Staphylococcus aureus,ATCC 35218,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,27.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,6.5,,,,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2025,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2662,Fe3O4,Staphylococcus aureus,ATCC 35219,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,34.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,0.6,,,-20,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2026,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2663,Fe3O4,Escherichia coli,ATCC 6538P,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,13.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,0.7,,,-20,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2027,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2664,Fe3O4,Escherichia coli,ATCC 6538P,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,27.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,2.0,,,-20,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2028,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2665,Fe3O4,Escherichia coli,ATCC 6538P,chemical_synthesis by controlled precipitation of iron chloride salts,Vancomycin,2.0,34.0,10,100.0,39.3,spherical,disc_diffusion,,,0.0,,1.0,,,-20,,,,https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra04390k,10.1039/d1ra04390k,75,24.0,Dopamine,,,,,RSC Advances,Royal Society of Chemistry,2029,Vancomycin conjugated iron oxide nanoparticles for magnetic targeting and efficient capture of Gram-positive and Gram-negative bacteria,False,True,hybrid,75_d1ra04390k.pdf,1,data/pdfs/pdf_synergy/75_d1ra04390k.pdf,True
2760,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Penicillin,6.0,20.0,20,20.0,20.0,irregular,disc_diffusion,34.0,,,,44.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2761,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Oxacillin,1.0,20.0,20,20.0,20.0,irregular,disc_diffusion,11.0,,,,19.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2762,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Cloxacillin,30.0,20.0,20,20.0,20.0,irregular,disc_diffusion,19.0,,,,27.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2763,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Ampicillin,10.0,20.0,20,20.0,20.0,irregular,disc_diffusion,29.0,,,,38.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2764,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Amoxicillin,25.0,20.0,20,20.0,20.0,irregular,disc_diffusion,20.0,,,,26.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2765,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Cephalexin,30.0,20.0,20,20.0,20.0,irregular,disc_diffusion,25.0,,,,32.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2766,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Cefotaxime,30.0,20.0,20,20.0,20.0,irregular,disc_diffusion,24.0,,,,33.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2767,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Ceftazidime,30.0,20.0,20,20.0,20.0,irregular,disc_diffusion,16.0,,,,23.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2768,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Vancomycin,30.0,20.0,20,20.0,20.0,irregular,disc_diffusion,15.0,,,,22.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2769,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Amikacin,10.0,20.0,20,20.0,20.0,irregular,disc_diffusion,15.0,,,,25.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2770,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Gentamicin,50.0,20.0,20,20.0,20.0,irregular,disc_diffusion,14.0,,,,24.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2771,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Streptomycin,25.0,20.0,20,20.0,20.0,irregular,disc_diffusion,13.0,,,,19.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2772,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Ciprofloxacin,5.0,20.0,20,20.0,20.0,irregular,disc_diffusion,20.0,,,,24.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2773,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Norfloxacin,10.0,20.0,20,20.0,20.0,irregular,disc_diffusion,15.0,,,,17.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2774,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Clarithromycin,15.0,20.0,20,20.0,20.0,irregular,disc_diffusion,17.0,,,,19.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2775,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Erythromycin,15.0,20.0,20,20.0,20.0,irregular,disc_diffusion,15.0,,,,21.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2776,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Clindamycin,10.0,20.0,20,20.0,20.0,irregular,disc_diffusion,20.0,,,,26.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2777,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Co-trimoxazole,25.0,20.0,20,20.0,20.0,irregular,disc_diffusion,17.0,,,,21.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2778,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Nalidixic acid,30.0,20.0,20,20.0,20.0,irregular,disc_diffusion,16.0,,,,16.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2779,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Rifampicin,15.0,20.0,20,20.0,20.0,irregular,disc_diffusion,25.0,,,,29.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2780,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Tetracycline,30.0,20.0,20,20.0,20.0,irregular,disc_diffusion,21.0,,,,26.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2781,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Sulphazidime,25.0,20.0,20,20.0,20.0,irregular,disc_diffusion,12.0,,,,17.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2782,TiO2,Staphylococcus aureus,,chemical_synthesis by two step sol-gel preparation,Chloramphenicol,30.0,20.0,20,20.0,20.0,irregular,disc_diffusion,18.0,,,,21.0,,,,R,,,https://www.scirp.org/journal/paperinformation?paperid=3005,10.4236/jbnb.2010.11005,79,24.0,,,,,,Journal of Biomaterials and Nanobiotechnology,"Scientific Research Publishing, Inc.",2010,Effect of Nano - Titanium Dioxide with Different Antibiotics against Methicillin-Resistant Staphylococcus Aureus,True,True,gold,79_10.4236@jbnb.2010.11005.pdf,1,data/pdfs/pdf_synergy/79_10.4236@jbnb.2010.11005.pdf,True
2981,ZnO,Bacillus subtilis,MTCC 736,"purchased (obtained) from physics departiment, chitkara university, chandigarh",Ciprofloxacin,,,20,20.0,20.0,,MIC,,,0.26,0.09,0.61,0.02,,,,,,https://www.scielo.br/j/aabc/a/CS6WTFgyyDtg9FJQfzftXny/?lang=en#,10.1590/0001-3765201620150713,89,,,,,,,Anais da Academia Brasileira de Ci��ncias,FapUNIFESP (SciELO),2016,"Synergistic activity of doped zinc oxide nanoparticles with antibiotics: ciprofloxacin, ampicillin, fluconazole and amphotericin B against pathogenic microorganisms",True,True,gold,89_sharma2016.pdf,1,data/pdfs/pdf_synergy/89_sharma2016.pdf,True
2982,ZnO,Bacillus subtilis,,"purchased (obtained) from physics departiment, chitkara university, chandigarh",Ciprofloxacin,,,20,20.0,20.0,,MIC,,,0.24,0.04,0.52,0.05,,,,,,https://www.scielo.br/j/aabc/a/CS6WTFgyyDtg9FJQfzftXny/?lang=en#,10.1590/0001-3765201620150713,89,,,,,,,Anais da Academia Brasileira de Ci��ncias,FapUNIFESP (SciELO),2016,"Synergistic activity of doped zinc oxide nanoparticles with antibiotics: ciprofloxacin, ampicillin, fluconazole and amphotericin B against pathogenic microorganisms",True,True,gold,89_sharma2016.pdf,1,data/pdfs/pdf_synergy/89_sharma2016.pdf,True
2983,ZnO,Klebsiella pneumoniae,MTCC 109,"purchased (obtained) from physics departiment, chitkara university, chandigarh",Ciprofloxacin,,,20,20.0,20.0,,MIC,,,0.31,0.02,0.46,0.1,,,,,,https://www.scielo.br/j/aabc/a/CS6WTFgyyDtg9FJQfzftXny/?lang=en#,10.1590/0001-3765201620150713,89,,,,,,,Anais da Academia Brasileira de Ci��ncias,FapUNIFESP (SciELO),2016,"Synergistic activity of doped zinc oxide nanoparticles with antibiotics: ciprofloxacin, ampicillin, fluconazole and amphotericin B against pathogenic microorganisms",True,True,gold,89_sharma2016.pdf,1,data/pdfs/pdf_synergy/89_sharma2016.pdf,True
2984,ZnO,Klebsiella pneumoniae,,"purchased (obtained) from physics departiment, chitkara university, chandigarh",Ciprofloxacin,,,20,20.0,20.0,,MIC,,,0.31,0.02,0.33,0.18,,,,,,https://www.scielo.br/j/aabc/a/CS6WTFgyyDtg9FJQfzftXny/?lang=en#,10.1590/0001-3765201620150713,89,,,,,,,Anais da Academia Brasileira de Ci��ncias,FapUNIFESP (SciELO),2016,"Synergistic activity of doped zinc oxide nanoparticles with antibiotics: ciprofloxacin, ampicillin, fluconazole and amphotericin B against pathogenic microorganisms",True,True,gold,89_sharma2016.pdf,1,data/pdfs/pdf_synergy/89_sharma2016.pdf,True
2985,ZnO,Staphylococcus aureus,MTCC 737,"purchased (obtained) from physics departiment, chitkara university, chandigarh",Ciprofloxacin,,,20,20.0,20.0,,MIC,,,0.31,0.01,0.69,0.16,,,,,,https://www.scielo.br/j/aabc/a/CS6WTFgyyDtg9FJQfzftXny/?lang=en#,10.1590/0001-3765201620150713,89,,,,,,,Anais da Academia Brasileira de Ci��ncias,FapUNIFESP (SciELO),2016,"Synergistic activity of doped zinc oxide nanoparticles with antibiotics: ciprofloxacin, ampicillin, fluconazole and amphotericin B against pathogenic microorganisms",True,True,gold,89_sharma2016.pdf,1,data/pdfs/pdf_synergy/89_sharma2016.pdf,True
2986,ZnO,Staphylococcus aureus,,"purchased (obtained) from physics departiment, chitkara university, chandigarh",Ciprofloxacin,,,20,20.0,20.0,,MIC,,,0.31,0.01,0.62,0.21,,,,,,https://www.scielo.br/j/aabc/a/CS6WTFgyyDtg9FJQfzftXny/?lang=en#,10.1590/0001-3765201620150713,89,,,,,,,Anais da Academia Brasileira de Ci��ncias,FapUNIFESP (SciELO),2016,"Synergistic activity of doped zinc oxide nanoparticles with antibiotics: ciprofloxacin, ampicillin, fluconazole and amphotericin B against pathogenic microorganisms",True,True,gold,89_sharma2016.pdf,1,data/pdfs/pdf_synergy/89_sharma2016.pdf,True
