formula,activity,syngony,length,width,depth,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_max,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,pdf_file,pdf_downloaded
CuInS2,peroxidase,tetragonal,2.8,2.8,2.8,,2.01,mM,9.78,10-8 M S-1,text,TMB + H2O2,0.0,250.0,0.64,mM,,,3.0,45.0,10.1016/j.snb.2014.12.052 ,J.SNB.2014.12.052 ,0,A sensitive hydrogen peroxide biosensor using ultra-small CuInS2 nanocrystals as peroxidase mimics,Sensors and Actuators B: Chemical,2015,data/pdfs/pdf_nanozymes/J.SNB.2014.12.052.pdf,False
FeVO4,peroxidase,,2000,,,,0.691,mM,2.51e-08,M/s,text,TMB + H2O2,0.1,0.8,10.0,mM,100.0,μg/mL,4.0,25.0,10.1016/j.snb.2016.04.041,J.SNB.2016.04.041,1,Peroxidase-like activity of FeVO4 nanobelts and its analytical application for optical detection of hydrogen peroxide,Sensors and Actuators B: Chemical,2016,data/pdfs/pdf_nanozymes/J.SNB.2016.04.041.pdf,False
FeVO4,peroxidase,,2000,,,,0.0732,mM,2.72e-08,M/s,text,H2O2 + TMB,0.0,250.0,0.8,mM,100.0,μg/mL,4.0,25.0,10.1016/j.snb.2016.04.041,J.SNB.2016.04.041,1,Peroxidase-like activity of FeVO4 nanobelts and its analytical application for optical detection of hydrogen peroxide,Sensors and Actuators B: Chemical,2016,data/pdfs/pdf_nanozymes/J.SNB.2016.04.041.pdf,False
CuS-MMT,peroxidase,hexagonal,38,38,38,,2.27,mM,0.971,10−8 M s−1,text,H2O2 + TMB,0.001,10.0,1.0,mM,0.3,mg mL−1,3.8,,10.1016/j.snb.2016.07.168,J.SNB.2016.07.168,0,A facile preparation of montmorillonite-supported copper sulfide nanocomposites and their application in the detection of H 2 O 2,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.07.168.pdf,False
CuS-MMT,peroxidase,hexagonal,38,38,38,,0.0212,mM,2.814,10−8 M s−1,text,TMB + H2O2,0.01,0.09,0.25,M,0.3,mg mL−1,3.8,,10.1016/j.snb.2016.07.168,J.SNB.2016.07.168,0,A facile preparation of montmorillonite-supported copper sulfide nanocomposites and their application in the detection of H 2 O 2,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.07.168.pdf,False
CeO2-MMT,peroxidase,,,,,,3.399,mM,1.031,10−8Ms−1,text,H2O2 + TMB,10.0,1000.0,1.0,mM,0.3,mg mL−1,3.8,,10.1016/j.snb.2016.08.094,J.SNB.2016.08.094,0,Montmorillonite-loaded ceria nanocomposites with superior peroxidase-like activity for rapid colorimetric detection of H 2 O 2,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.08.094.pdf,False
CeO2-MMT,peroxidase,,,,,,0.0105,mM,1.009,10−8Ms−1,text,TMB + H2O2,0.1,1.0,0.25,M,0.3,mg mL−1,3.8,,10.1016/j.snb.2016.08.094,J.SNB.2016.08.094,0,Montmorillonite-loaded ceria nanocomposites with superior peroxidase-like activity for rapid colorimetric detection of H 2 O 2,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.08.094.pdf,False
CeO2,peroxidase,cubic,10–25,10–25,10–25,,3.182,mM,0.926,10−8Ms−1,text,H2O2 + TMB,10.0,1000.0,1.0,mM,0.3,mg mL−1,3.8,,10.1016/j.snb.2016.08.094,J.SNB.2016.08.094,0,Montmorillonite-loaded ceria nanocomposites with superior peroxidase-like activity for rapid colorimetric detection of H 2 O 2,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.08.094.pdf,False
CeO2,peroxidase,cubic,10–25,10–25,10–25,,0.269,mM,1.135,10−8Ms−1,text,TMB + H2O2,0.1,1.0,0.25,M,0.3,mg mL−1,3.8,,10.1016/j.snb.2016.08.094,J.SNB.2016.08.094,0,Montmorillonite-loaded ceria nanocomposites with superior peroxidase-like activity for rapid colorimetric detection of H 2 O 2,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.08.094.pdf,False
MMT,peroxidase,,,,,,3.016,mM,1.257,10−8Ms−1,text,H2O2 + TMB,10.0,1000.0,1.0,mM,0.3,mg mL−1,3.8,,10.1016/j.snb.2016.08.094,J.SNB.2016.08.094,0,Montmorillonite-loaded ceria nanocomposites with superior peroxidase-like activity for rapid colorimetric detection of H 2 O 2,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.08.094.pdf,False
MMT,peroxidase,,,,,,0.0127,mM,1.632,10−8Ms−1,text,TMB + H2O2,0.1,1.0,0.25,M,0.3,mg mL−1,3.8,,10.1016/j.snb.2016.08.094,J.SNB.2016.08.094,0,Montmorillonite-loaded ceria nanocomposites with superior peroxidase-like activity for rapid colorimetric detection of H 2 O 2,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.08.094.pdf,False
CeO2,peroxidase,,3–5,3–5,3–5,Tetrakis(4-carboxyphenyl)-porphine,0.0854,mM,4.35e-06,M s−1,text,TMB + H2O2,1.0,0.06,25.0,mM,0.04,mg mL−1,3.8,40.0,10.1016/j.snb.2016.09.049,J.SNB.2016.09.049,0,One-step synthesis of uniform nanoparticles of porphyrin functionalized ceria with promising peroxidase mimetics for H2O2 and glucose colorimetric detection,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.09.049.pdf,False
CeO2,peroxidase,,3–5,3–5,3–5,Tetrakis(4-carboxyphenyl)-porphine,0.254,mM,1.31e-08,M s−1,text,H2O2 + TMB,0.0,12.0,0.05,mM,0.04,mg mL−1,3.8,40.0,10.1016/j.snb.2016.09.049,J.SNB.2016.09.049,0,One-step synthesis of uniform nanoparticles of porphyrin functionalized ceria with promising peroxidase mimetics for H2O2 and glucose colorimetric detection,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.09.049.pdf,False
CeO2,peroxidase,,3–5,3–5,3–5,,0.274,mM,1.59e-08,M s−1,text,TMB + H2O2,10.0,60.0,25.0,mM,0.04,mg mL−1,3.8,40.0,10.1016/j.snb.2016.09.049,J.SNB.2016.09.049,0,One-step synthesis of uniform nanoparticles of porphyrin functionalized ceria with promising peroxidase mimetics for H2O2 and glucose colorimetric detection,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.09.049.pdf,False
CeO2,peroxidase,,3–5,3–5,3–5,,0.278,mM,8.7e-09,M s−1,text,H2O2 + TMB,0.0,12.0,0.05,mM,0.04,mg mL−1,3.8,40.0,10.1016/j.snb.2016.09.049,J.SNB.2016.09.049,0,One-step synthesis of uniform nanoparticles of porphyrin functionalized ceria with promising peroxidase mimetics for H2O2 and glucose colorimetric detection,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.09.049.pdf,False
Ir,peroxidase,amorphous,3.5,3.5,3.5,tannic acid,0.03,mM,0.17,10−7 M s−1,text,TMB + H2O2,,,,,38.44,ng/mL,4.0,35.0,10.1016/j.snb.2016.11.145,J.SNB.2016.11.145,0,Facile synthesis of iridium nanoparticles with superior peroxidase-like activity for colorimetric determination of H2O2 and xanthine,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.11.145.pdf,False
Ir,peroxidase,amorphous,3.5,3.5,3.5,tannic acid,18.02,mM,0.81,10−7 M s−1,text,H2O2 + TMB,,,,,38.44,ng/mL,4.0,35.0,10.1016/j.snb.2016.11.145,J.SNB.2016.11.145,0,Facile synthesis of iridium nanoparticles with superior peroxidase-like activity for colorimetric determination of H2O2 and xanthine,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2016.11.145.pdf,False
BNNS@CuS,peroxidase,hexagonal,200,200,200,,0.175,mM,3.76,10-8 MS-1,si,TMB + H2O2,0.2,0.6,100.0,mM,30.0,μg/mL,3.0,35.0,10.1016/j.snb.2017.02.059,J.SNB.2017.02.059,0,Boron nitride nanosheet/CuS nanocomposites as mimetic peroxidase for sensitive colorimetric detection of cholesterol,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2017.02.059.pdf,False
BNNS@CuS,peroxidase,hexagonal,200,200,200,,25.0,mM,12.5,10-8 MS-1,si,H2O2 + TMB,10.0,100.0,0.6,mM,30.0,μg/mL,3.0,35.0,10.1016/j.snb.2017.02.059,J.SNB.2017.02.059,0,Boron nitride nanosheet/CuS nanocomposites as mimetic peroxidase for sensitive colorimetric detection of cholesterol,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2017.02.059.pdf,False
ZnS,peroxidase,cubic,5–10,5–10,5–10,Tetrakis(4-carboxyphenyl)-porphine,5.486,10−5 M,0.48,10−9 M s−1,text,TMB + H2O2,0.04,0.1,0.25,M,0.4,mg/mL,3.8,25.0,10.1016/j.snb.2017.05.069,J.SNB.2017.05.069,0,A facile strategy to prepare porphyrin functionalized ZnS nanoparticles and their peroxidase-like catalytic activity for colorimetric sensor of hydrogen peroxide and glucose,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2017.05.069.pdf,False
ZnS,peroxidase,cubic,5–10,5–10,5–10,Tetrakis(4-carboxyphenyl)-porphine,17.24,10−5 M,100.5,10−9 M s−1,text,H2O2 + TMB,100.0,350.0,0.5,mM,0.4,mg/mL,3.8,25.0,10.1016/j.snb.2017.05.069,J.SNB.2017.05.069,0,A facile strategy to prepare porphyrin functionalized ZnS nanoparticles and their peroxidase-like catalytic activity for colorimetric sensor of hydrogen peroxide and glucose,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2017.05.069.pdf,False
MnO2,peroxidase,,,30–60,30–60,,0.08,mM,0.6,μM s−1,text,ABTS + H2O2,0.001,1.0,3.0,mM,,,,,10.1016/j.snb.2017.06.096,J.SNB.2017.06.096,0,Novel biotemplated MnO2 1D nanozyme with controllable peroxidase-like activity and unique catalytic mechanism and its application for glucose sensing,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2017.06.096.pdf,False
MnO2,peroxidase,,,30–60,30–60,,0.06,mM,0.6,μM s−1,text,H2O2 + TMB,0.01,3.0,1.0,mM,,,,,10.1016/j.snb.2017.06.096,J.SNB.2017.06.096,0,Novel biotemplated MnO2 1D nanozyme with controllable peroxidase-like activity and unique catalytic mechanism and its application for glucose sensing,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2017.06.096.pdf,False
CuWO4,peroxidase,triclinic,66,66,66,,0.2,mM,11.3,10−8 × Ms−1,text,TMB + H2O2,,,,,,,3.0,,10.1016/j.snb.2017.06.175,J.SNB.2017.06.175,0,Enhanced peroxidase-like activity of CuWO4 nanoparticles for the detection of NADH and hydrogen peroxide,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2017.06.175.pdf,False
CuWO4,peroxidase,triclinic,66,66,66,,0.385,mM,472.0,10−8 × Ms−1,text,H2O2 + TMB,,,,,,,3.0,,10.1016/j.snb.2017.06.175,J.SNB.2017.06.175,0,Enhanced peroxidase-like activity of CuWO4 nanoparticles for the detection of NADH and hydrogen peroxide,Sensors and Actuators B: Chemical,2017,data/pdfs/pdf_nanozymes/J.SNB.2017.06.175.pdf,False
Pt,peroxidase,cubic,4.4,4.4,4.4,,127.4,μM,2e-08,M s−1,text,TMB + H2O2,0.0625,0.5,1.0,mM,10.0,μM,4.0,35.0,10.1016/j.snb.2017.07.108,J.SNB.2017.07.108,0,Peroxidase activity of biogenic platinum nanoparticles: A colorimetric probe towards selective detection of mercuric ions in water samples,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2017.07.108.pdf,False
Pt,peroxidase,cubic,4.4,4.4,4.4,,1.14,mM,3.1e-08,M s−1,text,H2O2 + TMB,0.25,10.0,250.0,μM,10.0,μM,4.0,35.0,10.1016/j.snb.2017.07.108,J.SNB.2017.07.108,0,Peroxidase activity of biogenic platinum nanoparticles: A colorimetric probe towards selective detection of mercuric ions in water samples,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2017.07.108.pdf,False
Co9S8,peroxidase,,15000,15000,15000,,1.64,mM,99.0,10−8 M s−1,text,TMB + H2O2,0.0,1.5,100.0,mM,50.0,μg mL−1 ,3.0,35.0,10.1016/j.snb.2017.11.057,J.SNB.2017.11.057,0,Novel urchin-like Co9S8 nanomaterials with efficient intrinsic peroxidase-like activity for colorimetric sensing of copper (II) ion,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2017.11.057.pdf,False
Co9S8,peroxidase,,15000,15000,15000,,7.39,mM,35.0,10−8 M s−1,text,H2O2 + TMB,0.0,100.0,0.5,mM,50.0,μg mL−1 ,3.0,35.0,10.1016/j.snb.2017.11.057,J.SNB.2017.11.057,0,Novel urchin-like Co9S8 nanomaterials with efficient intrinsic peroxidase-like activity for colorimetric sensing of copper (II) ion,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2017.11.057.pdf,False
MnCo2O4,oxidase,,50–70,50–70,50–70,,0.009,mM,6.04e-08,M s−1,text,TMB,0.0,0.1,,,10.0,μg/mL,4.0,25.0,10.1016/j.snb.2018.04.150,J.SNB.2018.04.150,0,ssDNA-tailorable oxidase-mimicking activity of spinel MnCo2O4 for sensitive biomolecular detection in food sample,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2018.04.150.pdf,False
Au/Co3O4-CeOx,peroxidase,cubic,,,,,0.1219,mM,0.858,10−8 M s−1,text,TMB + H2O2,0.0,0.1,0.25,M,,,5.0,45.0,10.1016/j.snb.2018.05.108,J.SNB.2018.05.108,0,Colorimetric and ultrasensitive detection of H2O2 based on Au/Co3O4-CeOx nanocomposites with enhanced peroxidase-like performance,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2018.05.108.pdf,False
Au/Co3O4-CeOx,peroxidase,cubic,,,,,0.2724,mM,0.3898,10−8 M s−1,text,H2O2 + TMB,0.0,1.0,1.0,mM,,,5.0,45.0,10.1016/j.snb.2018.05.108,J.SNB.2018.05.108,0,Colorimetric and ultrasensitive detection of H2O2 based on Au/Co3O4-CeOx nanocomposites with enhanced peroxidase-like performance,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2018.05.108.pdf,False
MoS2@MgFe2O4,peroxidase,,,,,,0.806,mM,1.413e-06,M s−1,text,TMB + H2O2,0.0,1.2,0.1,mM,10.0,μg mL−1 ,4.0,45.0,10.1016/j.snb.2018.08.051,J.SNB.2018.08.051,0,A flower-like MoS2-decorated MgFe2O4 nanocomposite: Mimicking peroxidase and colorimetric detection of H2O2 and glucose,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2018.08.051.pdf,False
MoS2@MgFe2O4,peroxidase,,,,,,0.238,mM,3.78e-07,M s−1,text,H2O2 + TMB,0.0,2.0,0.5,mM,10.0,μg mL−1 ,4.0,45.0,10.1016/j.snb.2018.08.051,J.SNB.2018.08.051,0,A flower-like MoS2-decorated MgFe2O4 nanocomposite: Mimicking peroxidase and colorimetric detection of H2O2 and glucose,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2018.08.051.pdf,False
MoS2@MgFe2O4,peroxidase,,,,,,1.03,mM,1.41e-08,M s−1,text,ABTS + H2O2,,,,,10.0,μg mL−1 ,4.0,45.0,10.1016/j.snb.2018.08.051,J.SNB.2018.08.051,0,A flower-like MoS2-decorated MgFe2O4 nanocomposite: Mimicking peroxidase and colorimetric detection of H2O2 and glucose,Sensors and Actuators B: Chemical,2018,data/pdfs/pdf_nanozymes/J.SNB.2018.08.051.pdf,False
CuMnO2,peroxidase,,50–150,50–150,50–150,,0.577,mM,8.15,10-8 M s-1,si,TMB + H2O2,0.0,1.6,100.0,mM,0.4,mg/mL,4.5,,10.1016/j.snb.2018.09.120,J.SNB.2018.09.120,0,CuMnO2 nanoflakes as pH-switchable catalysts with multiple enzyme-like activities for cysteine detection,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2018.09.120.pdf,False
CuMnO2,peroxidase,,50–150,50–150,50–150,,27.653,mM,27.7,10-8 M s-1,si,H2O2 + TMB,0.0,200.0,500.0,mM,0.4,mg/mL,4.5,,10.1016/j.snb.2018.09.120,J.SNB.2018.09.120,0,CuMnO2 nanoflakes as pH-switchable catalysts with multiple enzyme-like activities for cysteine detection,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2018.09.120.pdf,False
Co3O4-CeO2,peroxidase,cubic,,,,,0.36,mM,16.66,10−8M.s-1,text,TMB + H2O2,0.0,4.0,,,3.0,mg,6.0,30.0,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.01.068.pdf,False
Co3O4-CeO2,peroxidase,cubic,,,,,132.21,mM,4.34,10−8M.s-1,text,H2O2 + TMB,0.0,600.0,,,3.0,mg,6.0,30.0,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.01.068.pdf,False
Co3O4,peroxidase,cubic,,,,,0.51,mM,12.41,10−8M.s-1,text,TMB + H2O2,0.0,4.0,,,3.0,mg,6.0,30.0,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.01.068.pdf,False
Co3O4,peroxidase,cubic,,,,,140.56,mM,3.43,10−8M.s-1,text,H2O2 + TMB,0.0,600.0,,,3.0,mg,6.0,30.0,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.01.068.pdf,False
CeO2,peroxidase,cubic,6,6,6,,0.42,mM,13.74,10−8M.s-1,text,TMB + H2O2,0.0,4.0,,,3.0,mg,6.0,30.0,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.01.068.pdf,False
CeO2,peroxidase,cubic,6,6,6,,138.31,mM,3.98,10−8M.s-1,text,H2O2 + TMB,0.0,600.0,,,3.0,mg,6.0,30.0,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.01.068.pdf,False
MnOOH,oxidase,monoclinic,10000,60,60,,0.037,mM,0.087,μM s–1,text,TMB,0.0,0.1,,,10.0,μg mL−1 ,4.0,,10.1016/j.snb.2019.04.020,J.SNB.2019.04.020,0,A colorimetric paper sensor based on the domino reaction of acetylcholinesterase and degradable Î³-MnOOH nanozyme for sensitive detection of organophosphorus pesticides,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.04.020.pdf,False
Pd,oxidase,cubic,3.8,3.8,3.8,Dithiothreitol,0.15,mM,3.8e-08,M s-1,text,TMB,,,,,0.2,mg mL−1,4.0,,10.1016/j.snb.2019.126876,J.SNB.2019.126876,0,Highly sensitive colorimetric detection of arsenite based on reassembly-induced oxidase-mimicking activity inhibition of dithiothreitol-capped Pd nanozyme,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.126876.pdf,False
CoMn2O4/Mn2O3,oxidase,,2700,2700,2700,,0.0378,mM,4.4,10-8 M s-1,si,TMB,0.0,0.8,,,3.0,mg/L,4.0,25.0,10.1016/j.snb.2019.126928,J.SNB.2019.126928,0,Engineered Mn/Co oxides nanocomposites by cobalt doping of Mn-BTC - New oxidase mimetic for colorimetric sensing of acid phosphatase,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.126928.pdf,False
Mn2O3,oxidase,,9000,9000,9000,,0.0856,mM,2.86,10-8 M s-1,si,TMB,0.0,0.8,,,3.0,mg/L,4.0,25.0,10.1016/j.snb.2019.126928,J.SNB.2019.126928,0,Engineered Mn/Co oxides nanocomposites by cobalt doping of Mn-BTC - New oxidase mimetic for colorimetric sensing of acid phosphatase,Sensors and Actuators B: Chemical,2019,data/pdfs/pdf_nanozymes/J.SNB.2019.126928.pdf,False
Co3O4,peroxidase,,10,10,10,b-cyclodextrin,0.17,mM,2.81,10-8 M s-1,si,TMB + H2O2,0.1,0.8,,,1.0,mg mL−1,4.4,25.0,10.1016/j.snb.2019.127106,J.SNB.2019.127106,0,Co3O4@Î²-cyclodextrin with synergistic peroxidase-mimicking performance as a signal magnification approach for colorimetric determination of ascorbic acid,Sensors and Actuators B: Chemical,2020,data/pdfs/pdf_nanozymes/J.SNB.2019.127106.pdf,False
Co3O4,peroxidase,,10,10,10,b-cyclodextrin,1.42,mM,2.85,10-8 M s-1,si,H2O2 + TMB,1.0,8.0,,,1.0,mg mL−1,4.4,25.0,10.1016/j.snb.2019.127106,J.SNB.2019.127106,0,Co3O4@Î²-cyclodextrin with synergistic peroxidase-mimicking performance as a signal magnification approach for colorimetric determination of ascorbic acid,Sensors and Actuators B: Chemical,2020,data/pdfs/pdf_nanozymes/J.SNB.2019.127106.pdf,False
Co3O4,peroxidase,,,,,,0.25,mM,1.85,10-8 M s-1,si,TMB + H2O2,0.1,0.8,,,1.0,mg mL−1,4.4,25.0,10.1016/j.snb.2019.127106,J.SNB.2019.127106,0,Co3O4@Î²-cyclodextrin with synergistic peroxidase-mimicking performance as a signal magnification approach for colorimetric determination of ascorbic acid,Sensors and Actuators B: Chemical,2020,data/pdfs/pdf_nanozymes/J.SNB.2019.127106.pdf,False
Co3O4,peroxidase,,,,,,5.17,mM,1.79,10-8 M s-1,si,H2O2 + TMB,1.0,8.0,,,1.0,mg mL−1,4.4,25.0,10.1016/j.snb.2019.127106,J.SNB.2019.127106,0,Co3O4@Î²-cyclodextrin with synergistic peroxidase-mimicking performance as a signal magnification approach for colorimetric determination of ascorbic acid,Sensors and Actuators B: Chemical,2020,data/pdfs/pdf_nanozymes/J.SNB.2019.127106.pdf,False
LaFeO3,peroxidase,orthorhombic,4400,4400,4400,,0.427,mM,7.301e-07,M s-1,text,TMB + H2O2,0.1,1.0,6.0,mM,60.0,μg mL-1,4.0,40.0,10.1016/j.snb.2020.128642,J.SNB.2020.128642,0,Perovskite mesoporous LaFeO3 with peroxidase-like activity for colorimetric detection of gallic acid,Sensors and Actuators B: Chemical,2020,data/pdfs/pdf_nanozymes/J.SNB.2020.128642.pdf,False
LaFeO3,peroxidase,orthorhombic,4400,4400,4400,,0.209,mM,1.7247e-06,M s-1,text,H2O2 + TMB,0.005,5.0,1.0,mM,60.0,μg mL-1,4.0,40.0,10.1016/j.snb.2020.128642,J.SNB.2020.128642,0,Perovskite mesoporous LaFeO3 with peroxidase-like activity for colorimetric detection of gallic acid,Sensors and Actuators B: Chemical,2020,data/pdfs/pdf_nanozymes/J.SNB.2020.128642.pdf,False
NiCo2S4,peroxidase,,570,570,570,"5,10,15,20-tetrakis (4-carboxylphenyl) porphyrin",0.3,mM,34.86,10− 8 Ms-1,text,TMB + H2O2,0.001,0.1,25.0,mM,,,4.0,25.0,10.1016/j.snb.2020.128850,J.SNB.2020.128850,0,"5,10,15,20-tetrakis (4-carboxylphenyl) porphyrin functionalized NiCo2S4 yolk-shell nanospheres: Excellent peroxidase-like activity, catalytic mechanism and fast cascade colorimetric biosensor for cholesterol",Sensors and Actuators B: Chemical,2021,data/pdfs/pdf_nanozymes/J.SNB.2020.128850.pdf,False
NiCo2S4,peroxidase,,570,570,570,"5,10,15,20-tetrakis (4-carboxylphenyl) porphyrin",4.5,mM,4.32,10− 8 Ms-1,text,H2O2 + TMB,1.0,10.0,0.1,mM,,,4.0,25.0,10.1016/j.snb.2020.128850,J.SNB.2020.128850,0,"5,10,15,20-tetrakis (4-carboxylphenyl) porphyrin functionalized NiCo2S4 yolk-shell nanospheres: Excellent peroxidase-like activity, catalytic mechanism and fast cascade colorimetric biosensor for cholesterol",Sensors and Actuators B: Chemical,2021,data/pdfs/pdf_nanozymes/J.SNB.2020.128850.pdf,False
OV-Mn3O4,oxidase,tetragonal,100− 130,100− 130,100− 130,,1.66,mM,3.97,10-8 M s-1,si,TMB,0.0,0.7,,,5.5,μg mL-1,5.4,25.0,10.1016/j.snb.2021.129560,J.SNB.2021.129560,0,Oxygen vacancies modulation Mn3O4 nanozyme with enhanced oxidase-mimicking performance for l-cysteine detection,Sensors and Actuators B: Chemical,2021,data/pdfs/pdf_nanozymes/J.SNB.2021.129560.pdf,False
Mn3O4,oxidase,tetragonal,100− 130,100− 130,100− 130,,13.2,mM,1.35,10-8 M s-1,si,TMB,0.0,0.7,,,5.5,μg mL-1,5.4,25.0,10.1016/j.snb.2021.129560,J.SNB.2021.129560,0,Oxygen vacancies modulation Mn3O4 nanozyme with enhanced oxidase-mimicking performance for l-cysteine detection,Sensors and Actuators B: Chemical,2021,data/pdfs/pdf_nanozymes/J.SNB.2021.129560.pdf,False
Co1.5Mn1.5O4,peroxidase,cubic,140,140,140,,0.016,mM,1.88e-05,10-8Ms-1,si,TMB + H2O2,0.0,200.0,,,1.0,mg/mL,4.0,50.0,10.1016/j.snb.2021.129763,J.SNB.2021.129763,0,Facile preparation of four-in-one nanozyme catalytic platform and the application in selective detection of catechol and hydroquinone,Sensors and Actuators B: Chemical,2021,data/pdfs/pdf_nanozymes/J.SNB.2021.129763.pdf,False
Co1.5Mn1.5O4,peroxidase,cubic,140,140,140,,14.46,mM,8.76e-05,10-8Ms-1,si,H2O2 + TMB,0.0,200.0,,,1.0,mg/mL,4.0,50.0,10.1016/j.snb.2021.129763,J.SNB.2021.129763,0,Facile preparation of four-in-one nanozyme catalytic platform and the application in selective detection of catechol and hydroquinone,Sensors and Actuators B: Chemical,2021,data/pdfs/pdf_nanozymes/J.SNB.2021.129763.pdf,False
Co1.5Mn1.5O4,oxidase,cubic,140,140,140,,2.914,μM,1.894e-08,Ms− 1,si,TMB,0.0,200.0,,,1.0,mg/mL,4.0,50.0,10.1016/j.snb.2021.129763,J.SNB.2021.129763,0,Facile preparation of four-in-one nanozyme catalytic platform and the application in selective detection of catechol and hydroquinone,Sensors and Actuators B: Chemical,2021,data/pdfs/pdf_nanozymes/J.SNB.2021.129763.pdf,False
