sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
2574,Fe3O4,1,Pseudomonas aeruginosa,0,,chemical_synthesis,ZOI,,5.0,0.0,,,16.0,spherical,48.0,,,,,,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,True
2575,Fe3O4,1,Pseudomonas aeruginosa,0,,chemical_synthesis,ZOI,,2.5,0.0,,,16.0,spherical,48.0,,,,,,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,True
2576,Fe3O4,1,Pseudomonas aeruginosa,0,,chemical_synthesis,ZOI,,10.0,22.0,,,16.0,spherical,48.0,,,,,,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,True
2577,Fe3O4,1,Pseudomonas aeruginosa,0,,chemical_synthesis,ZOI,,5.0,16.0,,,16.0,spherical,48.0,,,,,,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,True
2578,Fe3O4,1,Pseudomonas aeruginosa,0,,chemical_synthesis,ZOI,,2.5,10.0,,,16.0,spherical,48.0,,,,,,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,True
2579,Fe3O4,1,Pseudomonas aeruginosa,0,,chemical_synthesis,ZOI,,10.0,22.0,,,16.0,spherical,48.0,,,,,,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,True
2580,Fe3O4,1,Pseudomonas aeruginosa,0,,chemical_synthesis,ZOI,,5.0,15.0,,,16.0,spherical,48.0,,,,,,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,True
2581,Fe3O4,1,Pseudomonas aeruginosa,0,,chemical_synthesis,ZOI,,2.5,8.0,,,16.0,spherical,48.0,,,,,,,,,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-020-0588-6,10.1186/s12951-020-0588-6,72,Journal of Nanobiotechnology,Springer Science and Business Media LLC,2020,"Antibacterial activity of iron oxide, iron nitride, and tobramycin conjugated nanoparticles against Pseudomonas aeruginosa biofilms",True,True,gold,72_10.1186@s12951-020-0588-6.pdf,1,data/pdfs/pdf_seltox/72_10.1186@s12951-020-0588-6.pdf,True
2582,Fe3O4,1,Bacillus cereus,0,ATCC 11778,chemical,ZOI,,2.7,20.0,33.0,33.0,33.0,,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0142961218303399,10.1016/j.biomaterials.2018.05.007,69,Biomaterials,Elsevier BV,2018,Recyclable magnetic nanoparticles grafted with antimicrobial metallopolymer-antibiotic bioconjugates,False,True,bronze,69_pageni2018.pdf,1,data/pdfs/pdf_seltox/69_pageni2018.pdf,False
2583,Fe3O4,1,Escherichia coli,0,ATCC 11775,chemical,ZOI,,5.6,14.0,33.0,33.0,33.0,,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0142961218303399,10.1016/j.biomaterials.2018.05.007,69,Biomaterials,Elsevier BV,2018,Recyclable magnetic nanoparticles grafted with antimicrobial metallopolymer-antibiotic bioconjugates,False,True,bronze,69_pageni2018.pdf,1,data/pdfs/pdf_seltox/69_pageni2018.pdf,False
2584,Fe3O4,1,Klebsiella pneumoniae,0,ATCC 35596,chemical,ZOI,,6.5,12.0,33.0,33.0,33.0,,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0142961218303399,10.1016/j.biomaterials.2018.05.007,69,Biomaterials,Elsevier BV,2018,Recyclable magnetic nanoparticles grafted with antimicrobial metallopolymer-antibiotic bioconjugates,False,True,bronze,69_pageni2018.pdf,1,data/pdfs/pdf_seltox/69_pageni2018.pdf,False
2585,Fe3O4,1,Proteus vulgaris,0,ATCC 33420,chemical,ZOI,,7.6,13.0,33.0,33.0,33.0,,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0142961218303399,10.1016/j.biomaterials.2018.05.007,69,Biomaterials,Elsevier BV,2018,Recyclable magnetic nanoparticles grafted with antimicrobial metallopolymer-antibiotic bioconjugates,False,True,bronze,69_pageni2018.pdf,1,data/pdfs/pdf_seltox/69_pageni2018.pdf,False
2586,Fe3O4,1,Staphylococcus aureus,0,ATCC 33591,chemical,ZOI,,3.4,18.0,33.0,33.0,33.0,,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0142961218303399,10.1016/j.biomaterials.2018.05.007,69,Biomaterials,Elsevier BV,2018,Recyclable magnetic nanoparticles grafted with antimicrobial metallopolymer-antibiotic bioconjugates,False,True,bronze,69_pageni2018.pdf,1,data/pdfs/pdf_seltox/69_pageni2018.pdf,False
2587,Ag,1,Bacillus cereus,0,,chemical_synthesis using AgNO3,ZOI,,,20.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2588,Ag,1,Escherichia coli,0,,chemical_synthesis using AgNO3,ZOI,,,15.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2589,Ag,1,Klebsiella pneumoniae,0,,chemical_synthesis using AgNO3,ZOI,,,30.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2590,Ag,1,Pseudomonas aeruginosa,0,,chemical_synthesis using AgNO3,ZOI,,,20.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2591,Ag,1,Staphylococcus aureus,0,,chemical_synthesis using AgNO3,ZOI,,,28.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2592,Ag,1,Staphylococcus epidermidis,0,,chemical_synthesis using AgNO3,ZOI,,,25.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2593,Ag,1,Salmonella enterica,0,,chemical_synthesis using AgNO3,ZOI,,,18.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2594,Ag,1,Vibrio vulnificus,0,,chemical_synthesis using AgNO3,ZOI,,,16.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2595,Ag,0,Bacillus cereus,0,,chemical_synthesis using AgNO3,ZOI,,,10.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2596,Ag,0,Escherichia coli,0,,chemical_synthesis using AgNO3,ZOI,,,12.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2597,Ag,0,Klebsiella pneumoniae,0,,chemical_synthesis using AgNO3,ZOI,,,13.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2598,Ag,0,Pseudomonas aeruginosa,0,,chemical_synthesis using AgNO3,ZOI,,,14.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2599,Ag,0,Staphylococcus aureus,0,,chemical_synthesis using AgNO3,ZOI,,,11.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2600,Ag,0,Staphylococcus epidermidis,0,,chemical_synthesis using AgNO3,ZOI,,,10.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2601,Ag,0,Vibrio vulnificus,0,,chemical_synthesis using AgNO3,ZOI,,,11.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2602,Ag,0,Salmonella enterica,0,,chemical_synthesis using AgNO3,ZOI,,,10.0,5.0,15.0,10.0,spherical,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0144861716313571,10.1016/j.carbpol.2016.11.083,9,Carbohydrate Polymers,Elsevier BV,2017,"CMC stabilized nano silver synthesis, characterization and its antibacterial and synergistic effect with broad spectrum antibiotics",False,False,closed,9_prema2016.pdf,0,data/pdfs/pdf_seltox/9_prema2016.pdf,False
2603,TiO2,0,Aspergillus niger,0,,green_synthesis using M. citrifolia,ZOI,,100.0,5.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2604,TiO2,0,Aspergillus niger,0,,green_synthesis using M. citrifolia,ZOI,,100.0,6.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2605,TiO2,0,Aspergillus niger,0,,green_synthesis using M. citrifolia,ZOI,,150.0,6.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2606,TiO2,0,Bacillus subtilis,0,,green_synthesis using M. citrifolia,ZOI,,50.0,9.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2607,TiO2,0,Bacillus subtilis,0,,green_synthesis using M. citrifolia,ZOI,,100.0,10.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2608,TiO2,0,Bacillus subtilis,0,,green_synthesis using M. citrifolia,ZOI,,150.0,12.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2609,TiO2,0,Candida albicans,0,,green_synthesis using M. citrifolia,ZOI,,50.0,9.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2610,TiO2,0,Candida albicans,0,,green_synthesis using M. citrifolia,ZOI,,100.0,11.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2611,TiO2,0,Candida albicans,0,,green_synthesis using M. citrifolia,ZOI,,150.0,13.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2612,TiO2,0,Escherichia coli,0,,green_synthesis using M. citrifolia,ZOI,,50.0,7.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2613,TiO2,0,Escherichia coli,0,,green_synthesis using M. citrifolia,ZOI,,100.0,9.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2614,TiO2,0,Escherichia coli,0,,green_synthesis using M. citrifolia,ZOI,,150.0,10.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2615,TiO2,0,Pseudomonas aeruginosa,0,,green_synthesis using M. citrifolia,ZOI,,50.0,8.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2616,TiO2,0,Pseudomonas aeruginosa,0,,green_synthesis using M. citrifolia,ZOI,,100.0,8.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2617,TiO2,0,Pseudomonas aeruginosa,0,,green_synthesis using M. citrifolia,ZOI,,150.0,9.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2618,TiO2,0,Staphylococcus aureus,0,,green_synthesis using M. citrifolia,ZOI,,50.0,10.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2619,TiO2,0,Staphylococcus aureus,0,,green_synthesis using M. citrifolia,ZOI,,100.0,12.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2620,TiO2,0,Staphylococcus aureus,0,,green_synthesis using M. citrifolia,ZOI,,150.0,13.0,10.0,20.0,10.0,quasi-spherical,4.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1011134417302579,10.1016/j.jphotobiol.2017.05.003,215,Journal of Photochemistry and Photobiology B: Biology,Elsevier BV,2017,Obtaining titanium dioxide nanoparticles with spherical shape and antimicrobial properties using M. citrifolia leaves extract by hydrothermal method,False,False,closed,215_1-s2.0-S1011134417302579-main.pdf,0,data/pdfs/pdf_seltox/215_1-s2.0-S1011134417302579-main.pdf,False
2621,TiO2,0,Aspergillus flavus,0,ATCC 10124,green_synthesis from Luffa acutangula,ZOI,,20.0,24.0,10.0,59.0,35.0,hexagonal,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,10.1016/j.jksus.2022.101896,216,Journal of King Saud University - Science,Elsevier BV,2022,Green synthesis and antimicrobial efficacy of titanium dioxide nanoparticles using Luffa acutangula leaf extract,True,True,gold,216_1-s2.0-S1018364722000775-main.pdf,1,data/pdfs/pdf_seltox/216_1-s2.0-S1018364722000775-main.pdf,False
2622,TiO2,0,Aspergillus flavus,0,ATCC 10124,green_synthesis from Luffa acutangula,ZOI,,30.0,30.0,10.0,59.0,35.0,hexagonal,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,10.1016/j.jksus.2022.101896,216,Journal of King Saud University - Science,Elsevier BV,2022,Green synthesis and antimicrobial efficacy of titanium dioxide nanoparticles using Luffa acutangula leaf extract,True,True,gold,216_1-s2.0-S1018364722000775-main.pdf,1,data/pdfs/pdf_seltox/216_1-s2.0-S1018364722000775-main.pdf,False
2623,TiO2,0,Aspergillus flavus,0,ATCC 10124,green_synthesis from Luffa acutangula,ZOI,,40.0,36.0,10.0,59.0,35.0,hexagonal,24.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S1018364722000775#f0025,10.1016/j.jksus.2022.101896,216,Journal of King Saud University - Science,Elsevier BV,2022,Green synthesis and antimicrobial efficacy of titanium dioxide nanoparticles using Luffa acutangula leaf extract,True,True,gold,216_1-s2.0-S1018364722000775-main.pdf,1,data/pdfs/pdf_seltox/216_1-s2.0-S1018364722000775-main.pdf,False
