sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
4712,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,12,,LDH,LDH activity assay kit,87.90534,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4713,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,12,,LDH,LDH activity assay kit,87.87398,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4714,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,12,,LDH,LDH activity assay kit,85.97829,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4715,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,12,,LDH,LDH activity assay kit,91.55924,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4716,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,12,,LDH,LDH activity assay kit,87.79198,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4717,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,98.18692,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4718,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,98.15797,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4719,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,94.39313,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4720,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,86.88996,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4721,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,86.86102,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4722,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,86.83208,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4723,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,83.06964,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4724,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,84.90986,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4725,Fe3O4,,,,,,,,H,Human,Heart,Endothelial,A,24,,LDH,LDH activity assay kit,83.01417,10.1007/s10565-011-9191-9,82,,957.0,,HCMEC,Cell Biology and Toxicology,Springer Science and Business Media LLC,2011,"Cytotoxicity, permeability, and inflammation of metal oxide nanoparticles in human cardiac microvascular endothelial cells",False,FALSE,closed,82_sun2011.pdf,0,data/pdfs/pdf_cytotox/82_sun2011.pdf,False
4726,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,Alamar Blue,Alamar blue,96.3466,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4727,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,Alamar Blue,Alamar blue,95.28805,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4728,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,Alamar Blue,Alamar blue,95.04239,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4729,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,Alamar Blue,Alamar blue,91.27052,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4730,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,Alamar Blue,Alamar blue,93.7379,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4731,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,72,,Alamar Blue,Alamar blue,88.29703,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4732,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,LDH,LDH activity assay kit,97.32284,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4733,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,LDH,LDH activity assay kit,91.02362,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4735,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,Live/Dead,"propidium iodide, Annexin V",99.49775,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4736,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,Live/Dead,"propidium iodide, Annexin V",99.48388,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4737,Fe3O4,,,,,,,,H,Human,Lung,Epithelial,A,24,,Live/Dead,"propidium iodide, Annexin V",98.21392,10.3390/ijms140815546,140,,196.4,,A549,International Journal of Molecular Sciences,MDPI AG,2013,Effects of Fe3O4 Magnetic Nanoparticles on A549 Cells,True,TRUE,gold,140_watanabe2013.pdf,1,data/pdfs/pdf_cytotox/140_watanabe2013.pdf,False
4738,Fe3O4,,BSA,,,,,,H,Human,Cervix,Epithelial,A,6,,Alamar Blue,Alamar blue,116.6805,10.1039/b901616c,141,,12.0,,HeLa,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4739,Fe3O4,,BSA,,,,,,H,Human,Cervix,Epithelial,A,6,,Alamar Blue,Alamar blue,125.7634,10.1039/b901616c,141,,12.0,,HeLa,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4740,Fe3O4,,BSA,,,,,,H,Human,Cervix,Epithelial,A,6,,Alamar Blue,Alamar blue,118.4266,10.1039/b901616c,141,,12.0,,HeLa,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4741,Fe3O4,,BSA,,,,,,H,Human,Cervix,Epithelial,A,6,,Alamar Blue,Alamar blue,106.3353,10.1039/b901616c,141,,12.0,,HeLa,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4742,Fe3O4,,BSA,,,,,,H,Human,Cervix,Epithelial,A,6,,Alamar Blue,Alamar blue,60.54085,10.1039/b901616c,141,,12.0,,HeLa,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4743,Fe3O4,,BSA,,,,,,A,Mouse,embryo,Fibroblast,E,6,,Alamar Blue,Alamar blue,95.12975,10.1039/b901616c,141,,12.0,,MEF,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4744,Fe3O4,,BSA,,,,,,A,Mouse,embryo,Fibroblast,E,6,,Alamar Blue,Alamar blue,97.29847,10.1039/b901616c,141,,12.0,,MEF,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4745,Fe3O4,,BSA,,,,,,A,Mouse,embryo,Fibroblast,E,6,,Alamar Blue,Alamar blue,100.3308,10.1039/b901616c,141,,12.0,,MEF,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4746,Fe3O4,,BSA,,,,,,A,Mouse,embryo,Fibroblast,E,6,,Alamar Blue,Alamar blue,83.9204,10.1039/b901616c,141,,12.0,,MEF,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4747,Fe3O4,,BSA,,,,,,A,Mouse,embryo,Fibroblast,E,6,,Alamar Blue,Alamar blue,52.38526,10.1039/b901616c,141,,12.0,,MEF,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4748,Fe3O4,,BSA,,,,,,H,Human,liver,Epithelial,A,6,,Alamar Blue,Alamar blue,80.49265,10.1039/b901616c,141,,12.0,,HepG2,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4749,Fe3O4,,BSA,,,,,,H,Human,liver,Epithelial,A,6,,Alamar Blue,Alamar blue,86.55028,10.1039/b901616c,141,,12.0,,HepG2,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4750,Fe3O4,,BSA,,,,,,H,Human,liver,Epithelial,A,6,,Alamar Blue,Alamar blue,79.64488,10.1039/b901616c,141,,12.0,,HepG2,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4751,Fe3O4,,BSA,,,,,,H,Human,liver,Epithelial,A,6,,Alamar Blue,Alamar blue,75.76418,10.1039/b901616c,141,,12.0,,HepG2,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4752,Fe3O4,,BSA,,,,,,H,Human,liver,Epithelial,A,6,,Alamar Blue,Alamar blue,38.17963,10.1039/b901616c,141,,12.0,,HepG2,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4753,Fe3O4,,BSA,,,,,,A,Rat,pituitary gland,Epithelial,A,6,,Alamar Blue,Alamar blue,99.99025,10.1039/b901616c,141,,12.0,,GH3,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4754,Fe3O4,,BSA,,,,,,A,Rat,pituitary gland,Epithelial,A,6,,Alamar Blue,Alamar blue,108.2096,10.1039/b901616c,141,,12.0,,GH3,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4755,Fe3O4,,BSA,,,,,,A,Rat,pituitary gland,Epithelial,A,6,,Alamar Blue,Alamar blue,114.2673,10.1039/b901616c,141,,12.0,,GH3,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4756,Fe3O4,,BSA,,,,,,A,Rat,pituitary gland,Epithelial,A,6,,Alamar Blue,Alamar blue,97.42418,10.1039/b901616c,141,,12.0,,GH3,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4757,Fe3O4,,BSA,,,,,,A,Rat,pituitary gland,Epithelial,A,6,,Alamar Blue,Alamar blue,54.22169,10.1039/b901616c,141,,12.0,,GH3,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4758,Fe3O4,,BSA,,,,,,H,Human,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,106.5274,10.1039/b901616c,141,,12.0,,MCF7,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4759,Fe3O4,,BSA,,,,,,H,Human,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,101.7825,10.1039/b901616c,141,,12.0,,MCF7,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4760,Fe3O4,,BSA,,,,,,H,Human,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,105.6783,10.1039/b901616c,141,,12.0,,MCF7,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4761,Fe3O4,,BSA,,,,,,H,Human,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,100.0699,10.1039/b901616c,141,,12.0,,MCF7,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4762,Fe3O4,,BSA,,,,,,H,Human,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,47.36115,10.1039/b901616c,141,,12.0,,MCF7,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4763,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,95.7779,10.1039/b901616c,141,,12.0,,CDBgeo,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4764,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,98.81082,10.1039/b901616c,141,,12.0,,CDBgeo,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4765,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,97.95483,10.1039/b901616c,141,,12.0,,CDBgeo,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4766,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,92.77783,10.1039/b901616c,141,,12.0,,CDBgeo,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4767,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,27.53884,10.1039/b901616c,141,,12.0,,CDBgeo,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4768,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,100.5866,10.1039/b901616c,141,,12.0,,TD,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4769,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,104.9133,10.1039/b901616c,141,,12.0,,TD,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4770,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,100.169,10.1039/b901616c,141,,12.0,,TD,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4771,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,98.01674,10.1039/b901616c,141,,12.0,,TD,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4772,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,56.11055,10.1039/b901616c,141,,12.0,,TD,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4773,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,98.91,10.1039/b901616c,141,,12.0,,V14,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4774,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,100.2145,10.1039/b901616c,141,,12.0,,V14,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4775,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,95.03816,10.1039/b901616c,141,,12.0,,V14,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4776,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,91.15683,10.1039/b901616c,141,,12.0,,V14,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4777,Fe3O4,,BSA,,,,,,A,Mouse,Breast,Epithelial,A,6,,Alamar Blue,Alamar blue,65.6711,10.1039/b901616c,141,,12.0,,V14,Journal of Materials Chemistry,Royal Society of Chemistry (RSC),2009,"Stability, toxicity and differential cellular uptake of protein passivated-Fe3O4nanoparticles",False,FALSE,closed,141_bajaj2009.pdf,0,data/pdfs/pdf_cytotox/141_bajaj2009.pdf,False
4778,Fe3O4,,alginate,,,,,,A,Pig,Aorta,Endothelial,A,12,,Alamar blue,Alamar blue,125.0,10.1089/ten.tec.2009.0280,142,,30.0,,PAECs,Tissue Engineering Part C: Methods,Mary Ann Liebert Inc,2010,Bioprinted Nanoparticles for Tissue Engineering Applications,False,FALSE,closed,142_buyukhatipoglu2010.pdf,0,data/pdfs/pdf_cytotox/142_buyukhatipoglu2010.pdf,False
