name,np_shell_2,np_hydro_size,xrd_scherrer_size,zfc_h_meas,htherm_sar,mri_r1,mri_r2,emic_size,instrument,core_shell_formula,np_core,np_shell,space_group_core,space_group_shell,squid_h_max,fc_field_T,squid_temperature,squid_sat_mag,coercivity,squid_rem_mag,exchange_bias_shift_Oe,vertical_loop_shift_M_vsl_emu_g,hc_kOe,doi,pdf,supp,journal,publisher,year,title,access,verification required,verified_by,verification_date,has_mistake_in_matadata,comment,article_name_folder,supp_info_name_folder,pdf_file,pdf_downloaded
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,40.0,1.0,5.0,37.17,1448.97,,,,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,40.0,1.0,50.0,33.385,1443.868,,-50.685,,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,40.0,1.0,100.0,29.735,1153.0,8.9,-253.3855,1.9,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,40.0,1.0,150.0,27.26,918.412,7.87,-141.772,1.5,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,40.0,1.0,200.0,24.128,663.335,5.726,-175.635,0.749,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,40.0,1.0,250.0,21.5,443.872,4.58,-148.635,0.58,10.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,,0.02,4.0,,676.67,,-162.1195,,0.2,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,,0.05,4.0,,721.784,,0.0,,0.5,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,,0.5,4.0,,1030.184,,-255.0,,5.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,MPMS-3,Co/CoO,Co,Co1O1,fm-3m,fm-3m,,5.0,4.0,,1075.184,,-296.0,,50.0,10.3390/nano12183159,nano12183159.pdf,0,Nanomaterials,MDPI AG,2022,Dependence of Exchange Bias on Interparticle Interactions in Co/CoO Core/Shell Nanostructures,1.0,,,,,,dataset3_83,0,data/pdfs/pdf_nanomag/nano12183159.pdf,True
,,,,,,,,,,Ag/Fe3O4,Ag,Fe3O4,fm-3m,fd-3m,4.0,5.0,5.0,60.0,1186.0,16.22,,,50.0,10.3390/nano6110221,nano6110221.pdf,0,Nanomaterials,MDPI AG,2016,Exchange Bias Effects in Iron Oxide-Based Nanoparticle Systems,1.0,,,,,,dataset3_87,0,data/pdfs/pdf_nanomag/nano6110221.pdf,True
,,,,,,,,,,Ag/Fe3O4,Ag,Fe3O4,fm-3m,fd-3m,4.0,1.0,5.0,60.0,1186.0,16.22,,,10.0,10.3390/nano6110221,nano6110221.pdf,0,Nanomaterials,MDPI AG,2016,Exchange Bias Effects in Iron Oxide-Based Nanoparticle Systems,1.0,,,,,,dataset3_87,0,data/pdfs/pdf_nanomag/nano6110221.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,122,"569,343","34,375","-124,14",12,,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,116,"583,34","32,07","-123,24","6,25",,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,105,"626,8","32,9245","-148,595","6,031",,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,"90,42","738,96","27,919","-183,82","5,931",,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,"56,9","724,638","15,923","-210,53","3,5",,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,32,"631,58","6,5","-147,36","0,8",,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,"9,55",222,"0,6875","-36,6","0,1125",,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,"4,6","194,724","0,191","-26,442","0,032",,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Co-Co3O4,Co,Co3O4,Fm-3m,Fd-3m,20.0,1,5,3,265,"0,051","-21,5","0,005",,10.1103/PhysRevB.94.184410,PhysRevB.94.184410.pdf,0,Physical Review B,American Physical Society (APS),2016,"Probing core and shell contributions to exchange bias in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>Co</mml:mi><mml:mo>/</mml:mo><mml:msub><mml:mi>Co</mml:mi><mml:mn>3</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>4</mml:mn></mml:msub></mml:mrow></mml:math>nanoparticles of controlled size",1.0,,,,,,dataset3_96,0,data/pdfs/pdf_nanomag/PhysRevB.94.184410.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,5,5,"38,4",5491,"12,549",-50,0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,25,"30,17","5033,95","15,932","-101,55",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,50,"30,5",3534,"14,9","-127,295",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,75,"30,5","2746,15","13,9","-101,65",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,100,30,"2161,55","12,288","-76,25",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,125,"30,25","1525,8","11,61",-101,0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,150,"30,339","941,295","10,763","-76,9",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,200,"29,32","457,615","9,326","-50,845",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,250,"27,967",,"6,5","-25,559",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-MgO,Fe3O4,MgO,Fd-3m,Fm-3m,20.0,0,300,"26,187",,6,"-0,199",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,5,5,"32,9","6785,7825","22,82","-2755,17",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,1,25,"30,85","5255,674","20,17","-918,639",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,1,50,"31,538","3724,686","16,4","-407,967",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,5,75,"30,427","2882,653","15,213","-178,571",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,1,100,"30,34","2168,6","13,675","-25,2",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,1,125,"30,3","1505,05","12,393","-76,55",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,5,150,"30,17","944,54","11,368","-25,46",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,5,200,"29,144","433,5","7,752","-76,5",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe3O4-CoFe2O4,Fe3O4,CoFe2O4,Fd-3m,Fm-3m,20.0,1,250,"27,606",,"9,061","-25,559",0,,10.1039/D2TC03144B,D2TC03144B.pdf,D2TC03144B_SI.pdf,Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),2022,Onion-like Fe<sub>3</sub>O<sub>4</sub>/MgO/CoFe<sub>2</sub>O<sub>4</sub> magnetic nanoparticles: new ways to control magnetic coupling between soft and hard magnetic phases,1.0,,,,,,dataset3_98,dataset3_98_supp,data/pdfs/pdf_nanomag/D2TC03144B.pdf,True
,,,,,,,,,,Fe0.95O-Fe3O4,Fe0.95O,Fe3O4,Fm-3m,Fm-3m,60.0,0,5,86,700,36,0,0,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
,,,,,,,,,,Co0.3Fe0.7O-Co0.8Fe2.2O4,Co0.3Fe0.7O,Co0.8Fe2.2O4,Fd-3m,Fd-3m,60.0,0,300,17,8000,"3,3",0,0,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
,,,,,,,,,,Ni0.17Co0.21Fe0.62O-Ni0.4Co0.3Fe2.3O4,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,I-43d,I-43d,60.0,0,5,25,8000,"6,3",0,0,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
,,,,,,,,,,Fe0.95O-Fe3O4,Fe0.95O,Fe3O4,Fm-3m,Fm-3m,60.0,0,5,80,10,4,0,0,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
,,,,,,,,,,Co0.3Fe0.7O-Co0.8Fe2.2O4,Co0.3Fe0.7O,Co0.8Fe2.2O4,Fd-3m,Fd-3m,60.0,0,300,22,300,1,0,0,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
,,,,,,,,,,Ni0.17Co0.21Fe0.62O-Ni0.4Co0.3Fe2.3O4,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,I-43d,I-43d,60.0,0,5,27,400,2,0,0,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
,,,,,,,,,,Fe0.95O-Fe3O4,Fe0.95O,Fe3O4,Fm-3m,Fm-3m,60.0,5,5,87,500,53,0,,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
,,,,,,,,,,Co0.3Fe0.7O-Co0.8Fe2.2O4,Co0.3Fe0.7O,Co0.8Fe2.2O4,Fd-3m,Fd-3m,60.0,5,300,28,14000,14,-10000,,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
