smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_unified,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,page_scaffold,origin_scaffold,page_residue,origin_residue,pdf,pdf_file,pdf_downloaded
COc1ccc(-c2nc3ccccc3[nH]2)cc1OC,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1f,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CCOc1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1g,MIC,'=',256,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CCOc1cc(-c2nc3ccccc3[nH]2)ccc1O,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1h,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Fc1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1i,MIC,'=',256,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Oc1ccc(Br)cc1-c1nc2ccccc2[nH]1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1k,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Oc1cccc(-c2nc3ccccc3[nH]2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1l,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
COc1ccc(-c2nc3ccccc3[nH]2)cc1O,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1m,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
COc1cccc(-c2nc3ccccc3[nH]2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1n,MIC,'=',256,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CSc1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1o,MIC,'=',16,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1q,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CN(C)c1ccc(-c2nc3ccccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1r,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
c1ccc2c(-c3nc4ccccc4[nH]3)c3ccccc3cc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1s,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
c1ccc2[nH]c(-c3ccc4c(c3)OCO4)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1t,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
c1cncc(-c2nc3ccccc3[nH]2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1v,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
c1ccc2[nH]c(-c3ccncc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,1w,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccccc3Cl)[nH]c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2a,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccc(Cl)cc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2b,MIC,'=',256,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccc(Cl)cc3Cl)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2c,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccc(Cl)c(Cl)c3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2d,MIC,'=',16,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
COc1ccc(-c2nc3ccc(C)cc3[nH]2)cc1OC,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2f,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2g,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CCOc1cc(-c2nc3cc(C)ccc3[nH]2)ccc1O,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2h,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccc(F)cc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2i,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccccc3O)[nH]c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2j,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3cc(Br)ccc3O)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2k,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3cccc(O)c3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2l,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
COc1ccc(-c2nc3ccc(C)cc3[nH]2)cc1O,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2m,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
COc1cccc(-c2nc3ccc(C)cc3[nH]2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2n,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CSc1ccc(-c2nc3ccc(C)cc3[nH]2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2o,MIC,'=',16,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccc([N+](=O)[O-])cc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2q,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccc(N(C)C)cc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2r,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3c4ccccc4cc4ccccc34)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2s,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccc4c(c3)OCO4)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2t,MIC,'=',256,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccco3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2u,MIC,'=',256,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3cccnc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2v,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2[nH]c(-c3ccncc3)nc2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,2w,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,7,table 3 (caption),,,6,table 3,,,3,scheme 1,4.0,table 1,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
C=CCn1c(-c2ccc(Cl)cc2)nc2ccccc21,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3a,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
C=CCn1c(-c2ccc(Cl)c(Cl)c2)nc2ccccc21,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3b,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
C=CCn1c(-c2ccc(OC)c(OC)c2)nc2ccccc21,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3c,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
C=CCn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc21,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3d,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Clc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3e,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Clc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1Cl,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3f,MIC,'=',8,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
COc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1OC,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3g,MIC,'=',4,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CCOc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3h,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
COc1cccc(-c2nc3ccccc3n2Cc2ccccc2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3j,MIC,'=',256,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
O=[N+]([O-])c1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3k,MIC,'=',4,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Clc1ccc(-c2nc3ccccc3n2Cc2ccccc2Cl)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3l,MIC,'=',8,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
C=CCn1c(-c2ccc(Cl)cc2)nc2ccc(C)cc21,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4a,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
