record_id,source_pdf,source_page,source_type,extractor,evidence,name_raw,name_std,smiles_raw,smiles_canonical,inchikey,pubchem_cid,cas,formula,mw,iupac_name,target_raw,assay_type_raw,assay_type_std,organism_raw,organism_std,property,value_raw,unit_raw,value_std,unit_std,conversion_note,validation,validation_detail,dup_group,dup_level,is_primary,conflict_group,conflict_flag,needs_review,review_reason,extracted_at
r_a9de11d05bd2,s41598-022-21435-6.pdf,,text,regex,"yl)-1H-imidazol-3-iumbromide (8i)._ White powder, 79% yield; m.p",8i,8i,,,,,,,,,,,,,,yield,79,%,79.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '8i' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_5f79d019ee96,s41598-022-21435-6.pdf,,text,regex,"l)-1H-imidazol-3-ium bromide (8j)._ White powder, 82% yield; m.p",8j,8j,,,,,,,,,,,,,,yield,82,%,82.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '8j' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_36077203e281,s41598-022-21435-6.pdf,,text,regex,"l)-1H-imidazol-3-iumchloride (8k)._ White powder, 76% yield, m.p",8k,8k,,,,,,,,,,,,,,yield,76,%,76.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '8k' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_f82836b48174,s41598-022-21435-6.pdf,,text,regex,"d]imidazol-3-iumbromide (12a)._ Yellowish powder, 76% yield, m.p",12a,12a,,,,,,,,,,,,,,yield,76,%,76.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12a' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_45ddd466da60,s41598-022-21435-6.pdf,,text,regex,"nzo[d]imidazol-3-iumbromide (12b)._ White powder, 85% yield; m.p",12b,12b,,,,,,,,,,,,,,yield,85,%,85.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12b' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_441282840983,s41598-022-21435-6.pdf,,text,regex,"nzo[d]imidazol-3-iumbromide (12c)._ White powder, 86% yield; m.p",12c,12c,,,,,,,,,,,,,,yield,86,%,86.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12c' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_80c444cab21c,s41598-022-21435-6.pdf,,text,regex,"nzo[d]imidazol-3-iumbromide (12d)._ White powder, 82% yield; m.p",12d,12d,,,,,,,,,,,,,,yield,82,%,82.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12d' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_9103298afe2e,s41598-022-21435-6.pdf,,text,regex,"nzo[d]imidazol-3-iumbromide (12e)._ White powder, 90% yield; m.p",12e,12e,,,,,,,,,,,,,,yield,90,%,90.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12e' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_475b8245e155,s41598-022-21435-6.pdf,,text,regex,"nzo[d]imidazol-3-iumbromide (12f)._ White powder, 81% yield; m.p",12f,12f,,,,,,,,,,,,,,yield,81,%,81.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12f' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_7d5ad05e7a5a,s41598-022-21435-6.pdf,,text,regex,"nzo[d]imidazol-3-iumbromide (12g)._ White powder, 83% yield; m.p",12g,12g,,,,,,,,,,,,,,yield,83,%,83.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12g' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_b78eb9e171fa,s41598-022-21435-6.pdf,,text,regex,"zo[d]imidazol-3-ium bromide (12h)._ White powder, 81% yield; m.p",12h,12h,,,,,,,,,,,,,,yield,81,%,81.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12h' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_de52aa1fd7f2,s41598-022-21435-6.pdf,,text,regex,"nzo[d]imidazol-3-iumbromide (12i)._ White powder, 74% yield; m.p",12i,12i,,,,,,,,,,,,,,yield,74,%,74.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12i' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_e682807566cd,s41598-022-21435-6.pdf,,text,regex,"nzo[d]imidazol-3-iumbromide (12j)._ White powder, 80% yield; m.p",12j,12j,,,,,,,,,,,,,,yield,80,%,80.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12j' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_b63002e97268,s41598-022-21435-6.pdf,,text,regex,"o[d]imidazol-3-ium chloride (12k)._ White powder, 70% yield; m.p",12k,12k,,,,,,,,,,,,,,yield,70,%,70.0,%,already canonical,unverified,name did not resolve,,,True,,False,True,compound label '12k' (needs cross-reference to a structure),2026-06-26T20:29:38+00:00
r_a7eab94e0f0d,s41598-022-21435-6.pdf,,text,opsin:text,". Diaconu, D. _et al._ Hybrid quinoline-sulfonamide complexes  (M[2+] ) derivativ",quinoline-sulfonamide,quinoline-sulfonamide,N1=C(C=CC2=CC=CC=C12)S(=O)(=O)N,NS(=O)(=O)c1ccc2ccccc2n1,URMKWAIIKFEUKR-UHFFFAOYSA-N,21146982,952651-45-5,C9H8N2O2S,208.24,quinoline-2-sulfonamide,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_1bfbc54a3869,s41598-022-21435-6.pdf,,text,opsin:text,"the last step imidazolium and benzimidazolium ylides, generated in situ fro",benzimidazolium,benzimidazolium,[NH+]1=CNC2=C1C=CC=C2,c1ccc2[nH+]c[nH]c2c1,HYZJCKYKOHLVJF-UHFFFAOYSA-O,4199975,,C7H7N2+,119.14,1H-benzimidazol-3-ium,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_d52c2be65a43,s41598-022-21435-6.pdf,,text,opsin:text,"tibacterial evaluation of new pyrrolo[3’,4’:3,4]pyrrolo[1,2-a]quinoline and pyrrolo[3’,4’:3,4] pyrrol","pyrrolo[3’,4’:3,4]pyrrolo[1,2-a]quinoline","pyrrolo[3’,4’:3,4]pyrrolo[1,2-a]quinoline",C1=CC=CC=2C=CC=3N(C12)CC=1C3C=NC1,C1=Cc2ccccc2N2CC3=CN=CC3=C12,CWFVASHCABIGEN-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_66e872243f5a,s41598-022-21435-6.pdf,,text,opsin:text,sis and molecular modeling of pyrazole-quinoline-pyridine hybrids as a new class of ant,pyrazole-quinoline-pyridine,pyrazole-quinoline-pyridine,N1=CC=CC=C1.N1=CC=CC2=CC=CC=C12.N1N=CC=C1,c1ccc2ncccc2c1.c1ccncc1.c1cn[nH]c1,WJMBYFLBDFQQEQ-UHFFFAOYSA-N,161522070,,C17H16N4,276.34,1H-pyrazole;pyridine;quinoline,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_1fa6ace441d6,s41598-022-21435-6.pdf,,text,opsin:text,"e was added the corresponding propionamide **3** (5 mmol), solubilized i",propionamide,propionamide,C(CC)(=O)N,CCC(N)=O,QLNJFJADRCOGBJ-UHFFFAOYSA-N,6578,79-05-0,C3H7NO,73.09,propanamide,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_08a2499cbd84,s41598-022-21435-6.pdf,,text,opsin:text,imidazole Pyridine,imidazole Pyridine,imidazole Pyridine,N1=CC=CC=C1.N1C=NC=C1,c1c[nH]cn1.c1ccncc1,SBPIDKODQVLBGV-UHFFFAOYSA-N,22140861,,C8H9N3,147.18,1H-imidazole;pyridine,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_ad759132cc77,s41598-022-21435-6.pdf,,text,opsin:text,"CH2 groups). In the last step imidazolium and benzimidazolium ylides, g",imidazolium,imidazolium,N1C=[NH+]C=C1,c1c[nH+]c[nH]1,RAXXELZNTBOGNW-UHFFFAOYSA-O,444234,,C3H5N2+,69.09,1H-imidazol-3-ium,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_500e2b9ea188,s41598-022-21435-6.pdf,,text,opsin:text,"5).   35. Antoci, V. _et al._ Benzoquinoline derivatives: A straightforwar",Benzoquinoline,Benzoquinoline,N1=CC=CC2=CC=C3C(=C12)C=CC=C3,c1ccc2c(c1)ccc1cccnc12,WZJYKHNJTSNBHV-UHFFFAOYSA-N,9191,230-27-3,C13H9N,179.22,benzo[h]quinoline,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_a35032bb2311,s41598-022-21435-6.pdf,,text,opsin:text,"al _N_ -acylation reaction of 8-aminoquinoline, is followed by an _N_ -alkyl",8-aminoquinoline,8-aminoquinoline,NC=1C=CC=C2C=CC=NC12,Nc1cccc2cccnc12,WREVVZMUNPAPOV-UHFFFAOYSA-N,11359,578-66-5,C9H8N2,144.17,quinolin-8-amine,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_3c4ce48fb890,s41598-022-21435-6.pdf,,text,opsin:text,"vatives.   of the carbon from carbonyl amide group (C10, appear around 168",carbonyl amide,carbonyl amide,C(=O)=[N-],[N-]=C=O,IQPQWNKOIGAROB-UHFFFAOYSA-N,105034,71000-82-3,CNO-,42.017,isocyanate,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_3b63974dd5e3,s41598-022-21435-6.pdf,,text,opsin:text,imidazole **7a–k** (with one methylene group as linker) and **8a–k**,ethylene,ethylene,C=C,C=C,VGGSQFUCUMXWEO-UHFFFAOYSA-N,6325,74-85-1,C2H4,28.05,ethene,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_5daeed773928,s41598-022-21435-6.pdf,,text,opsin:text,those one of the carbon from carbonyl ketone group (C2′) which appear arou,carbonyl ketone,carbonyl ketone,C(=O)=C=O,O=C=C=O,FONOSWYYBCBQGN-UHFFFAOYSA-N,314937,4363-38-6,C2O2,56.02,"ethene-1,2-dione",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:29:39+00:00
r_77032f730613,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = **11h**,**11h**,**11h**,,,,,,,,,,,,,,melting_point,**11h**,,11.0,degC,unit missing → assumed degC,unverified,name did not resolve,dup_052,1,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_f800a77cb020,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = _Non-small cell lung cancer_,_Leukemia_,_Leukemia_,,,,,,,,,,,,,,melting_point,_Non-small cell lung cancer_,,,degC,,unverified,name did not resolve,dup_053,4,True,,False,True,unit standardisation: unparseable value; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_e02296ec0e84,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 3.02,1.57,1.57,,,,,,,,,,,,,,melting_point,3.02,,3.02,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_606f7691144c,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.59,1.57,1.57,,,,,,,,,,,,,,melting_point,1.59,,1.59,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_ae139fdc1f04,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.63,**0.428**,**0.428**,,,,,,,,,,,,,,melting_point,1.63,,1.63,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_fea169571ddf,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.41,**0.428**,**0.428**,,,,,,,,,,,,,,melting_point,1.41,,1.41,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_75a4cf46501b,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.78,**0.639**,**0.639**,,,,,,,,,,,,,,melting_point,1.78,,1.78,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_4b5e77bd24b9,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.69,**0.639**,**0.639**,,,,,,,,,,,,,,melting_point,1.69,,1.69,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_9ed6c1c7015a,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = **0.677**,1.75,1.75,,,,,,,,,,,,,,melting_point,**0.677**,,0.677,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_531c81bf196f,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.28,1.75,1.75,,,,,,,,,,,,,,melting_point,1.28,,1.28,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_56f70ecb9605,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 2.02,**0.911**,**0.911**,,,,,,,,,,,,,,melting_point,2.02,,2.02,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_5babcf1c5259,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.23,**0.911**,**0.911**,,,,,,,,,,,,,,melting_point,1.23,,1.23,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_12364be35a64,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.52,1.73,1.73,,,,,,,,,,,,,,melting_point,1.52,,1.52,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_20de25b15e79,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.62,1.73,1.73,,,,,,,,,,,,,,melting_point,1.62,,1.62,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_c40c6bba7bb0,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = _Melanoma_,_CNS cancer_,_CNS cancer_,,,,,,,,,,,,,,melting_point,_Melanoma_,,,degC,,unverified,name did not resolve,dup_054,4,True,,False,True,unit standardisation: unparseable value; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_d6fbc831852b,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.54,1.51,1.51,,,,,,,,,,,,,,melting_point,1.54,,1.54,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_2858a1fd560a,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = **0.785**,1.51,1.51,,,,,,,,,,,,,,melting_point,**0.785**,,0.785,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_ae83e1d0ab46,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.53,1.73,1.73,,,,,,,,,,,,,,melting_point,1.53,,1.53,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_97c71d1ebe58,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.09,1.73,1.73,,,,,,,,,,,,,,melting_point,1.09,,1.09,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_6031a5149400,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.65,1.62,1.62,,,,,,,,,,,,,,melting_point,1.65,,1.65,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_d5176e36ba73,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.06,1.62,1.62,,,,,,,,,,,,,,melting_point,1.06,,1.06,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_828fd2377ff4,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.51,1.46,1.46,,,,,,,,,,,,,,melting_point,1.51,,1.51,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_f6dccfdb6e10,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.50,1.46,1.46,,,,,,,,,,,,,,melting_point,1.50,,1.5,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_0e324fcd3883,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.73,1.43,1.43,,,,,,,,,,,,,,melting_point,1.73,,1.73,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_9d98eef564e8,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.63,1.43,1.43,,,,,,,,,,,,,,melting_point,1.63,,1.63,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_fdf8288c995d,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.87,1.28,1.28,,,,,,,,,,,,,,melting_point,1.87,,1.87,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_8c380998f5ab,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.72,1.40,1.40,,,,,,,,,,,,,,melting_point,1.72,,1.72,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_810ae11a0ed7,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = _Prostate cancer_,_Renal cancer_,_Renal cancer_,,,,,,,,,,,,,,melting_point,_Prostate cancer_,,,degC,,unverified,name did not resolve,dup_055,4,True,,False,True,unit standardisation: unparseable value; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_433ac8033410,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.03,1.88,1.88,,,,,,,,,,,,,,melting_point,1.03,,1.03,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_bbab9c626149,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.50,1.88,1.88,,,,,,,,,,,,,,melting_point,1.50,,1.5,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_fff48c0414c0,s41598-022-21435-6.pdf,7,table,table+openchemie,[p7t2] Compound/GI (μM)a<br>50 = 2.22,3.06,3.06,C=[SH](=C)[N]1c2cccc3ccc[n](->[Zn+2]14[N](c1cccc5ccc[n]->4c15)[SH](=O)=O)c23,C=[SH](=C)[N]1c2cccc3ccc[n](->[Zn+2]14[N](c1cccc5ccc[n]->4c15)[SH](=O)=O)c23,,,,,,,,,,,,melting_point,2.22,,2.22,degC,unit missing → assumed degC,passed,rdkit canonical,,,True,,False,True,"structure from OpenChemIE coref (label-matched, verify); value note: unit assumed",2026-06-26T20:29:39+00:00
r_10858b5d7d44,s41598-022-21435-6.pdf,7,table,table+openchemie,[p7t2] Compound/GI (μM)a<br>50 = 1.70,3.06,3.06,C=[SH](=C)[N]1c2cccc3ccc[n](->[Zn+2]14[N](c1cccc5ccc[n]->4c15)[SH](=O)=O)c23,C=[SH](=C)[N]1c2cccc3ccc[n](->[Zn+2]14[N](c1cccc5ccc[n]->4c15)[SH](=O)=O)c23,,,,,,,,,,,,melting_point,1.70,,1.7,degC,unit missing → assumed degC,passed,rdkit canonical,,,True,,False,True,"structure from OpenChemIE coref (label-matched, verify); value note: unit assumed",2026-06-26T20:29:39+00:00
r_e1fc47bb6918,s41598-022-21435-6.pdf,7,table,table+openchemie,[p7t2] Compound/GI (μM)a<br>50 = 1.56,2.18,2.18,O=C(CCl)Nc1cccc2cccnc12,O=C(CCl)Nc1cccc2cccnc12,ILSCGIHFKLZTME-UHFFFAOYSA-N,735766,32889-11-5,C11H9ClN2O,220.65,2-chloro-N-quinolin-8-ylacetamide,,,,,,melting_point,1.56,,1.56,degC,unit missing → assumed degC,passed,rdkit canonical,,,True,,False,True,"structure from OpenChemIE coref (label-matched, verify); value note: unit assumed",2026-06-26T20:29:39+00:00
r_0065e2deb626,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = 1.21,1.11,1.11,,,,,,,,,,,,,,melting_point,1.21,,1.21,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_e4b8c35f2d7e,s41598-022-21435-6.pdf,7,table,table,[p7t2] Compound/GI (μM)a<br>50 = **0.590**,1.60,1.60,,,,,,,,,,,,,,melting_point,**0.590**,,0.59,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:29:39+00:00
r_30b791c39a9e,acsomega.2c06142.pdf,2,figure,openchemie:moldet,figure structure (no label),,,COC(=O)Nc1nc2ccccc2[nH]1,COC(=O)Nc1nc2ccccc2[nH]1,TWFZGCMQGLPBSX-UHFFFAOYSA-N,25429,10605-21-7,C9H9N3O2,191.19,methyl N-(1H-benzimidazol-2-yl)carbamate,,,,,,,,,,,,passed,rdkit canonical,dup_056,2,True,,False,False,,2026-06-26T20:49:42+00:00
r_f64f5452c587,acsomega.2c06142.pdf,2,figure,openchemie:moldet,figure structure (no label),,,C.COC(=O)c1ccc(C2Nc3cc(C)c(C)cc3N2)cc1.[HH].[HH].[HH],C.COC(=O)c1ccc(C2Nc3cc(C)c(C)cc3N2)cc1.[HH].[HH].[HH],VUPHAGJUOGHONL-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:49:42+00:00
r_e0bd6098c3b9,acsomega.2c06142.pdf,2,figure,openchemie:moldet,figure structure (no label),,,Cc1nnc([S+]CC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,Cc1nnc([S+]CC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,OKSUFFHLYBKPEG-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:49:42+00:00
r_44c023a39747,acsomega.2c06142.pdf,2,figure,openchemie:coref,coref label=5a-h,5a-h,5a-h,Cc1cc2nc(-c3ccc(-c4nnc(N)s4)cc3)[nH]c2cc1C,Cc1cc2nc(-c3ccc(-c4nnc(N)s4)cc3)[nH]c2cc1C,AXFMUCBNUOMLEW-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,dup_057,2,True,,False,True,OpenChemIE dummy-capped (1): verify R,2026-06-26T20:49:42+00:00
r_3a9dcd77652a,acsomega.2c06142.pdf,2,figure,openchemie:coref,coref label=1,1,1,COC(=O)c1ccccc1.[OH+]C(SOO[O][Na])SOO[O][Na],COC(=O)c1ccccc1.[OH+]C(SOO[O][Na])SOO[O][Na],BRFCIIJNXQWIFY-UHFFFAOYSA-L,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:49:42+00:00
r_b1fc2665b3d7,acsomega.2c06142.pdf,2,figure,openchemie:moldet,figure structure (no label),,,COC(=O)c1ccc(C(O)Nc2cc(C)c(C)cc2[NH-])cc1.COC(=O)c1ccc(C(O)Nc2cc(C)c(C)cc2[NH-])cc1.[H],COC(=O)c1ccc(C(O)Nc2cc(C)c(C)cc2[NH-])cc1.COC(=O)c1ccc(C(O)Nc2cc(C)c(C)cc2[NH-])cc1.[H],YHMFZZHMXIJOGZ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:49:42+00:00
r_f28c6602c9eb,acsomega.2c06142.pdf,2,figure,openchemie:moldet,figure structure (no label),,,COC(=O)c1ccc(C(Nc2cc(C)c(C)cc2N)S(=O)(=O)[O][Na])cc1,COC(=O)c1ccc(C(Nc2cc(C)c(C)cc2N)S(=O)(=O)[O][Na])cc1,XLFLIKNSWPWASQ-UHFFFAOYSA-M,,,,,,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:49:42+00:00
r_1579d546df96,acsomega.2c06142.pdf,2,figure,openchemie:moldet,figure structure (no label),,,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,WNAQOLSMVPFGTE-UHFFFAOYSA-N,71821,3689-76-7,C15H13ClN2,256.73,1-[(4-chlorophenyl)methyl]-2-methylbenzimidazole,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:49:42+00:00
r_7cd2693a94bf,acsomega.2c06142.pdf,3,figure,openchemie:moldet,figure structure (no label),,,COC(O)(NN)c1ccc(-c2nc3cc(C)c(C)cc3[nH]2)cc1,COC(O)(NN)c1ccc(-c2nc3cc(C)c(C)cc3[nH]2)cc1,RIKVEFPOSONMHJ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,passed,rdkit canonical,dup_058,1,True,,False,False,,2026-06-26T20:49:42+00:00
