smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_unified,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,page_scaffold,origin_scaffold,page_residue,origin_residue,pdf
Clc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3e,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Clc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1Cl,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3f,MIC,'=',8,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
COc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1OC,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3g,MIC,'=',4,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
CCOc1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3h,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
COc1cccc(-c2nc3ccccc3n2Cc2ccccc2)c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3j,MIC,'=',256,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
O=[N+]([O-])c1ccc(-c2nc3ccccc3n2Cc2ccccc2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3k,MIC,'=',4,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Clc1ccc(-c2nc3ccccc3n2Cc2ccccc2Cl)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,3l,MIC,'=',8,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
C=CCn1c(-c2ccc(Cl)cc2)nc2ccc(C)cc21,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4a,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
C=CCn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccc(C)cc21,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4b,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Cc1ccc2nc(-c3ccc(Cl)cc3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4c,MIC,'=',4,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Cc1ccc2nc(-c3ccc(Cl)c(Cl)c3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4d,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Cc1ccc2nc(-c3ccc(F)cc3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4e,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
CSc1ccc(-c2nc3ccc(C)cc3n2Cc2ccccc2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4f,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Cc1ccc2nc(-c3ccc([N+](=O)[O-])cc3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4g,MIC,'=',8,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Cc1ccc2nc(-c3ccc(Cl)cc3)n(Cc3ccccc3Cl)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4h,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Cc1ccc2nc(-c3ccc(Cl)cc3)n(Cc3ccccc3Cl)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4i,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Cc1ccc2nc(-c3ccc([N+](=O)[O-])cc3)n(Cc3ccc(Cl)cc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4j,MIC,'=',8,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
Cc1ccc2nc(-c3ccco3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4k,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j
